"TDT4100","14:15","2","2","F1",
"TDT4100","14:15","2","3","F1",
"TDT4100","14:15","2","4","F1",
"TDT4100","14:15","2","5","F1",
"TDT4100","14:15","2","6","F1",
"TDT4100","14:15","2","7","F1",
"TDT4100","14:15","2","8","F1",
"TDT4100","14:15","2","9","F1",
"TDT4100","14:15","2","10","F1",
"TDT4100","14:15","2","11","F1",
"TDT4100","14:15","2","12","F1",
"TDT4100","14:15","2","13","F1",
"TDT4100","14:15","2","14","F1",
"TDT4100","14:15","2","17","F1",
"TDT4100","12:15","5","10","F1",
"TDT4100","12:15","5","2","R1",
"TDT4100","12:15","5","3","R1",
"TDT4100","12:15","5","4","R1",
"TDT4100","12:15","5","5","R1",
"TDT4100","12:15","5","6","R1",
"TDT4100","12:15","5","7","R1",
"TDT4100","12:15","5","8","R1",
"TDT4100","12:15","5","9","R1",
"TDT4100","12:15","5","11","R1",
"TDT4100","12:15","5","12","R1",
"TDT4100","12:15","5","13","R1",
"TDT4100","12:15","5","14","R1",
"TDT4100","12:15","5","16","R1",
"TDT4102","14:15","1","2","F1",
"TDT4102","14:15","1","3","F1",
"TDT4102","14:15","1","4","F1",
"TDT4102","14:15","1","5","F1",
"TDT4102","14:15","1","6","F1",
"TDT4102","14:15","1","7","F1",
"TDT4102","14:15","1","8","F1",
"TDT4102","14:15","1","9","F1",
"TDT4102","14:15","1","10","F1",
"TDT4102","14:15","1","11","F1",
"TDT4102","14:15","1","12","F1",
"TDT4102","14:15","1","13","F1",
"TDT4102","14:15","1","14","F1",
"TDT4102","14:15","1","17","F1",
"TDT4102","16:15","4","2","R1",
"TDT4102","16:15","4","3","R1",
"TDT4102","16:15","4","4","R1",
"TDT4102","16:15","4","5","R1",
"TDT4102","16:15","4","6","R1",
"TDT4102","16:15","4","7","R1",
"TDT4102","16:15","4","8","R1",
"TDT4102","16:15","4","9","R1",
"TDT4102","16:15","4","10","R1",
"TDT4102","16:15","4","11","R1",
"TDT4102","16:15","4","12","R1",
"TDT4102","16:15","4","13","R1",
"TDT4102","16:15","4","14","R1",
"TDT4102","16:15","4","16","R1",
"TDT4112","12:15","2","2","R7",
"TDT4112","12:15","2","3","R7",
"TDT4112","12:15","2","4","R7",
"TDT4112","12:15","2","5","R7",
"TDT4112","12:15","2","6","R7",
"TDT4112","12:15","2","7","R7",
"TDT4112","12:15","2","8","R7",
"TDT4112","12:15","2","9","R7",
"TDT4112","12:15","2","10","R7",
"TDT4112","12:15","2","11","R7",
"TDT4112","12:15","2","12","R7",
"TDT4112","12:15","2","13","R7",
"TDT4112","12:15","2","14","R7",
"TDT4112","12:15","2","17","R7",
"TDT4140","16:15","2","2","R1",
"TDT4140","16:15","2","3","R1",
"TDT4140","16:15","2","4","R1",
"TDT4140","16:15","2","5","R1",
"TDT4140","16:15","2","6","R1",
"TDT4140","16:15","2","7","R1",
"TDT4140","16:15","2","8","R1",
"TDT4140","16:15","2","9","R1",
"TDT4140","16:15","2","10","R1",
"TDT4140","16:15","2","11","R1",
"TDT4140","16:15","2","12","R1",
"TDT4140","16:15","2","13","R1",
"TDT4140","16:15","2","14","R1",
"TDT4140","16:15","2","17","R1",
"TDT4140","14:15","5","2","R1",
"TDT4140","14:15","5","3","R1",
"TDT4140","14:15","5","4","R1",
"TDT4140","14:15","5","5","R1",
"TDT4140","14:15","5","6","R1",
"TDT4140","14:15","5","7","R1",
"TDT4140","14:15","5","8","R1",
"TDT4140","14:15","5","9","R1",
"TDT4140","14:15","5","10","R1",
"TDT4140","14:15","5","11","R1",
"TDT4140","14:15","5","12","R1",
"TDT4140","14:15","5","13","R1",
"TDT4140","14:15","5","14","R1",
"TDT4140","14:15","5","16","R1",
"TDT4145","10:15","1","2","R1",
"TDT4145","10:15","1","3","R1",
"TDT4145","10:15","1","4","R1",
"TDT4145","10:15","1","5","R1",
"TDT4145","10:15","1","6","R1",
"TDT4145","10:15","1","7","R1",
"TDT4145","10:15","1","8","R1",
"TDT4145","10:15","1","9","R1",
"TDT4145","10:15","1","10","R1",
"TDT4145","10:15","1","11","R1",
"TDT4145","10:15","1","12","R1",
"TDT4145","10:15","1","13","R1",
"TDT4145","10:15","1","14","R1",
"TDT4145","10:15","1","17","R1",
"TDT4145","08:15","2","2","F1",
"TDT4145","08:15","2","3","F1",
"TDT4145","08:15","2","4","F1",
"TDT4145","08:15","2","5","F1",
"TDT4145","08:15","2","6","F1",
"TDT4145","08:15","2","7","F1",
"TDT4145","08:15","2","8","F1",
"TDT4145","08:15","2","9","F1",
"TDT4145","08:15","2","10","F1",
"TDT4145","08:15","2","11","F1",
"TDT4145","08:15","2","12","F1",
"TDT4145","08:15","2","13","F1",
"TDT4145","08:15","2","14","F1",
"TDT4145","08:15","2","17","F1",
"TDT4150","10:15","2","2","R93",
"TDT4150","10:15","2","3","R93",
"TDT4150","10:15","2","4","R93",
"TDT4150","10:15","2","5","R93",
"TDT4150","10:15","2","6","R93",
"TDT4150","10:15","2","7","R93",
"TDT4150","10:15","2","8","R93",
"TDT4150","10:15","2","9","R93",
"TDT4150","10:15","2","10","R93",
"TDT4150","10:15","2","11","R93",
"TDT4150","10:15","2","12","R93",
"TDT4150","10:15","2","13","R93",
"TDT4150","10:15","2","14","R93",
"TDT4150","10:15","2","17","R93",
"TDT4171","08:15","4","2","R5",
"TDT4171","08:15","4","3","R5",
"TDT4171","08:15","4","4","R5",
"TDT4171","08:15","4","5","R5",
"TDT4171","08:15","4","6","R5",
"TDT4171","08:15","4","7","R5",
"TDT4171","08:15","4","8","R5",
"TDT4171","08:15","4","9","R5",
"TDT4171","08:15","4","10","R5",
"TDT4171","08:15","4","11","R5",
"TDT4171","08:15","4","12","R5",
"TDT4171","08:15","4","13","R5",
"TDT4171","08:15","4","14","R5",
"TDT4171","08:15","4","16","R5",
"TDT4173","14:15","4","2","F6",
"TDT4173","14:15","4","3","F6",
"TDT4173","14:15","4","4","F6",
"TDT4173","14:15","4","5","F6",
"TDT4173","14:15","4","6","F6",
"TDT4173","14:15","4","7","F6",
"TDT4173","14:15","4","8","F6",
"TDT4173","14:15","4","9","F6",
"TDT4173","14:15","4","10","F6",
"TDT4173","14:15","4","11","F6",
"TDT4173","14:15","4","12","F6",
"TDT4173","14:15","4","13","F6",
"TDT4173","14:15","4","14","F6",
"TDT4173","14:15","4","16","F6",
"TDT4180","10:15","2","2","R7",
"TDT4180","10:15","2","3","R7",
"TDT4180","10:15","2","4","R7",
"TDT4180","10:15","2","5","R7",
"TDT4180","10:15","2","6","R7",
"TDT4180","10:15","2","7","R7",
"TDT4180","10:15","2","8","R7",
"TDT4180","10:15","2","9","R7",
"TDT4180","10:15","2","10","R7",
"TDT4180","10:15","2","11","R7",
"TDT4180","10:15","2","12","R7",
"TDT4180","10:15","2","13","R7",
"TDT4180","10:15","2","14","R7",
"TDT4180","10:15","2","17","R7",
"TDT4180","12:15","5","2","S3",
"TDT4180","12:15","5","3","S3",
"TDT4180","12:15","5","4","S3",
"TDT4180","12:15","5","5","S3",
"TDT4180","12:15","5","6","S3",
"TDT4180","12:15","5","7","S3",
"TDT4180","12:15","5","8","S3",
"TDT4180","12:15","5","9","S3",
"TDT4180","12:15","5","10","S3",
"TDT4180","12:15","5","11","S3",
"TDT4180","12:15","5","12","S3",
"TDT4180","12:15","5","13","S3",
"TDT4180","12:15","5","14","S3",
"TDT4180","12:15","5","16","S3",
"TDT4186","12:15","1","2","EL3",
"TDT4186","12:15","1","3","EL3",
"TDT4186","12:15","1","4","EL3",
"TDT4186","12:15","1","5","EL3",
"TDT4186","12:15","1","6","EL3",
"TDT4186","12:15","1","7","EL3",
"TDT4186","12:15","1","8","EL3",
"TDT4186","12:15","1","9","EL3",
"TDT4186","12:15","1","10","EL3",
"TDT4186","12:15","1","11","EL3",
"TDT4186","12:15","1","12","EL3",
"TDT4186","12:15","1","13","EL3",
"TDT4186","12:15","1","14","EL3",
"TDT4186","12:15","1","17","EL3",
"TDT4186","14:15","2","2","EL3",
"TDT4186","14:15","2","3","EL3",
"TDT4186","14:15","2","4","EL3",
"TDT4186","14:15","2","5","EL3",
"TDT4186","14:15","2","6","EL3",
"TDT4186","14:15","2","7","EL3",
"TDT4186","14:15","2","8","EL3",
"TDT4186","14:15","2","9","EL3",
"TDT4186","14:15","2","10","EL3",
"TDT4186","14:15","2","11","EL3",
"TDT4186","14:15","2","12","EL3",
"TDT4186","14:15","2","13","EL3",
"TDT4186","14:15","2","14","EL3",
"TDT4186","14:15","2","17","EL3",
"TDT4205","14:15","1","2","B1",
"TDT4205","14:15","1","3","B1",
"TDT4205","14:15","1","4","B1",
"TDT4205","14:15","1","5","B1",
"TDT4205","14:15","1","6","B1",
"TDT4205","14:15","1","7","B1",
"TDT4205","14:15","1","8","B1",
"TDT4205","14:15","1","9","B1",
"TDT4205","14:15","1","10","B1",
"TDT4205","14:15","1","11","B1",
"TDT4205","14:15","1","12","B1",
"TDT4205","14:15","1","13","B1",
"TDT4205","14:15","1","14","B1",
"TDT4205","14:15","1","17","B1",
"TDT4205","10:15","5","2","R3",
"TDT4205","10:15","5","3","R3",
"TDT4205","10:15","5","4","R3",
"TDT4205","10:15","5","5","R3",
"TDT4205","10:15","5","6","R3",
"TDT4205","10:15","5","7","R3",
"TDT4205","10:15","5","8","R3",
"TDT4205","10:15","5","9","R3",
"TDT4205","10:15","5","10","R3",
"TDT4205","10:15","5","11","R3",
"TDT4205","10:15","5","12","R3",
"TDT4205","10:15","5","13","R3",
"TDT4205","10:15","5","14","R3",
"TDT4205","10:15","5","16","R3",
"TDT4240","08:15","1","2","H3",
"TDT4240","08:15","1","3","H3",
"TDT4240","08:15","1","4","H3",
"TDT4240","08:15","1","5","H3",
"TDT4240","08:15","1","6","H3",
"TDT4240","08:15","1","7","H3",
"TDT4240","08:15","1","8","H3",
"TDT4240","08:15","1","9","H3",
"TDT4240","08:15","1","10","H3",
"TDT4240","08:15","1","11","H3",
"TDT4240","08:15","1","12","H3",
"TDT4240","08:15","1","13","H3",
"TDT4240","08:15","1","14","H3",
"TDT4240","08:15","1","17","H3",
"TDT4240","16:15","4","2","R2",
"TDT4240","16:15","4","3","R2",
"TDT4240","16:15","4","4","R2",
"TDT4240","16:15","4","6","R2",
"TDT4240","16:15","4","7","R2",
"TDT4240","16:15","4","8","R2",
"TDT4240","16:15","4","9","R2",
"TDT4240","16:15","4","10","R2",
"TDT4240","16:15","4","11","R2",
"TDT4240","16:15","4","12","R2",
"TDT4240","16:15","4","13","R2",
"TDT4240","16:15","4","14","R2",
"TDT4240","16:15","4","16","R2",
"TDT4240","16:15","4","5","R7",
"TDT4240","17:15","4","3","R2",
"TDT4242","13:15","2","2","F6",
"TDT4242","13:15","2","3","F6",
"TDT4242","13:15","2","4","F6",
"TDT4242","13:15","2","5","F6",
"TDT4242","13:15","2","6","F6",
"TDT4242","13:15","2","7","F6",
"TDT4242","13:15","2","8","F6",
"TDT4242","13:15","2","9","F6",
"TDT4242","13:15","2","10","F6",
"TDT4242","13:15","2","11","F6",
"TDT4242","13:15","2","12","F6",
"TDT4242","13:15","2","13","F6",
"TDT4242","13:15","2","14","F6",
"TDT4242","13:15","2","17","F6",
"TDT4242","10:15","4","2","F6",
"TDT4242","10:15","4","3","F6",
"TDT4242","10:15","4","4","F6",
"TDT4242","10:15","4","5","F6",
"TDT4242","10:15","4","6","F6",
"TDT4242","10:15","4","7","F6",
"TDT4242","10:15","4","8","F6",
"TDT4242","10:15","4","9","F6",
"TDT4242","10:15","4","10","F6",
"TDT4242","10:15","4","11","F6",
"TDT4242","10:15","4","12","F6",
"TDT4242","10:15","4","13","F6",
"TDT4242","10:15","4","14","F6",
"TDT4242","10:15","4","16","F6",
"TDT4245","10:15","2","2","F6",
"TDT4245","10:15","2","3","F6",
"TDT4245","10:15","2","4","F6",
"TDT4245","10:15","2","5","F6",
"TDT4245","10:15","2","6","F6",
"TDT4245","10:15","2","7","F6",
"TDT4245","10:15","2","8","F6",
"TDT4245","10:15","2","9","F6",
"TDT4245","10:15","2","10","F6",
"TDT4245","10:15","2","11","F6",
"TDT4245","10:15","2","12","F6",
"TDT4245","10:15","2","13","F6",
"TDT4245","10:15","2","14","F6",
"TDT4245","10:15","2","17","F6",
"TDT4257","10:15","1","2","MA24",
"TDT4257","10:15","1","3","MA24",
"TDT4257","10:15","1","4","MA24",
"TDT4257","10:15","1","5","MA24",
"TDT4257","10:15","1","6","MA24",
"TDT4257","10:15","1","7","MA24",
"TDT4257","10:15","1","8","MA24",
"TDT4257","10:15","1","9","MA24",
"TDT4257","10:15","1","10","MA24",
"TDT4257","10:15","1","11","MA24",
"TDT4257","10:15","1","12","MA24",
"TDT4257","10:15","1","13","MA24",
"TDT4257","10:15","1","14","MA24",
"TDT4257","10:15","1","17","MA24",
"TDT4260","10:15","2","6","S7",
"TDT4260","10:15","2","2","EL3",
"TDT4260","10:15","2","3","EL3",
"TDT4260","10:15","2","4","EL3",
"TDT4260","10:15","2","5","EL3",
"TDT4260","10:15","2","7","EL3",
"TDT4260","10:15","2","8","EL3",
"TDT4260","10:15","2","9","EL3",
"TDT4260","10:15","2","10","EL3",
"TDT4260","10:15","2","11","EL3",
"TDT4260","10:15","2","12","EL3",
"TDT4260","10:15","2","13","EL3",
"TDT4260","10:15","2","14","EL3",
"TDT4260","10:15","2","17","EL3",
"TDT4262","12:15","3","2","",
"TDT4262","12:15","3","3","",
"TDT4262","12:15","3","4","",
"TDT4262","12:15","3","5","",
"TDT4262","12:15","3","6","",
"TDT4262","12:15","3","7","",
"TDT4262","12:15","3","8","",
"TDT4262","12:15","3","9","",
"TDT4262","12:15","3","10","",
"TDT4262","12:15","3","11","",
"TDT4262","12:15","3","12","",
"TDT4262","12:15","3","13","",
"TDT4262","12:15","3","14","",
"TDT4262","12:15","3","16","",
"TDT4265","12:15","2","2","K5",
"TDT4265","12:15","2","3","K5",
"TDT4265","12:15","2","4","K5",
"TDT4265","12:15","2","5","K5",
"TDT4265","12:15","2","6","K5",
"TDT4265","12:15","2","7","K5",
"TDT4265","12:15","2","8","K5",
"TDT4265","12:15","2","9","K5",
"TDT4265","12:15","2","10","K5",
"TDT4265","12:15","2","11","K5",
"TDT4265","12:15","2","12","K5",
"TDT4265","12:15","2","13","K5",
"TDT4265","12:15","2","14","K5",
"TDT4265","12:15","2","17","K5",
"TDT4300","08:15","2","2","R9",
"TDT4300","08:15","2","3","R9",
"TDT4300","08:15","2","4","R9",
"TDT4300","08:15","2","5","R9",
"TDT4300","08:15","2","6","R9",
"TDT4300","08:15","2","7","R9",
"TDT4300","08:15","2","8","R9",
"TDT4300","08:15","2","9","R9",
"TDT4300","08:15","2","10","R9",
"TDT4300","08:15","2","11","R9",
"TDT4300","08:15","2","12","R9",
"TDT4300","08:15","2","13","R9",
"TDT4300","08:15","2","14","R9",
"TDT4300","08:15","2","17","R9",
"TDT4300","08:15","5","2","R9",
"TDT4300","08:15","5","3","R9",
"TDT4300","08:15","5","4","R9",
"TDT4300","08:15","5","5","R9",
"TDT4300","08:15","5","6","R9",
"TDT4300","08:15","5","7","R9",
"TDT4300","08:15","5","8","R9",
"TDT4300","08:15","5","9","R9",
"TDT4300","08:15","5","10","R9",
"TDT4300","08:15","5","11","R9",
"TDT4300","08:15","5","12","R9",
"TDT4300","08:15","5","13","R9",
"TDT4300","08:15","5","14","R9",
"TDT4300","08:15","5","16","R9",
"TDT4305","08:15","1","2","EL2",
"TDT4305","08:15","1","3","EL2",
"TDT4305","08:15","1","4","EL2",
"TDT4305","08:15","1","5","EL2",
"TDT4305","08:15","1","6","EL2",
"TDT4305","08:15","1","7","EL2",
"TDT4305","08:15","1","8","EL2",
"TDT4305","08:15","1","9","EL2",
"TDT4305","08:15","1","10","EL2",
"TDT4305","08:15","1","11","EL2",
"TDT4305","08:15","1","12","EL2",
"TDT4305","08:15","1","13","EL2",
"TDT4305","08:15","1","14","EL2",
"TDT4305","08:15","1","17","EL2",
"TDT4305","13:15","5","2","K5",
"TDT4305","13:15","5","3","K5",
"TDT4305","13:15","5","4","K5",
"TDT4305","13:15","5","5","K5",
"TDT4305","13:15","5","6","K5",
"TDT4305","13:15","5","7","K5",
"TDT4305","13:15","5","8","K5",
"TDT4305","13:15","5","9","K5",
"TDT4305","13:15","5","10","K5",
"TDT4305","13:15","5","11","K5",
"TDT4305","13:15","5","12","K5",
"TDT4305","13:15","5","13","K5",
"TDT4305","13:15","5","14","K5",
"TDT4305","13:15","5","16","K5",
"TDT4856","08:15","3","2","H3 Rom 511",
"TDT4856","08:15","3","5","H3 Rom 511",
"TDT4856","08:15","3","6","H3 Rom 511",
"TDT4856","08:15","3","7","H3 Rom 511",
"TDT4856","08:15","3","8","H3 Rom 511",
"TDT4856","08:15","3","9","H3 Rom 511",
"TDT4856","08:15","3","10","H3 Rom 511",
"TDT4856","08:15","3","11","H3 Rom 511",
"TDT4856","08:15","3","12","H3 Rom 511",
"TDT4856","08:15","3","13","H3 Rom 511",
"TDT4856","08:15","3","14","H3 Rom 511",
"TDT4856","08:15","3","16","H3 Rom 511",
"TDT4856","08:15","3","17","H3 Rom 511",
"TDT4856","08:15","3","18","H3 Rom 511",
"TDT4856","08:15","3","3","",
"TDT4856","08:15","3","4","",
